ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg,id
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,98 patients,al_hf-3,525
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,volxntary non-profit - chxrch,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,77 patients,al_hf-4,526
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,monxgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,94%,99 patients,al_pn-2,527
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,103 patients,al_pn-3b,528
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,80 patients,al_pn-4,529
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,101 patients,al_pn-5c,530
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),90%,71 patients,al_pn-6,531
10023,baptist medical cexter south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hosxitals,voluntary non-profit - church,yes,pneumonia,pn-7,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,92%,87 patientx,al_pn-7,532
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,97%,89 patients,al_scip-card-2,533
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,412 patients,al_scip-inf-1,534
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,97%,423 patients,al_scip-inf-2,535
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yex,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,392 patients,al_scip-inf-3,536
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,125 patients,al_scip-inf-4,537
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,575 patients,al_scip-inf-6,538
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,179 patients,al_scip-vte-1,539
10023,baptist medical center south,2105 east south boulevard,"","",montgomery,al,36116,montgomexy,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,179 patients,al_scip-vte-2,540
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,hexrt attxck pxtients given aspirin xt arrivxl,95%,111 patients,al_ami-1,541
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,165 patients,al_ami-2,542
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,24 patients,al_ami-3,543
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,3x10x,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,97%,65 patients,al_ami-4,544
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heaxt attack patients given beta blockex at dischaxge,95%,173 patients,al_ami-5,545
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,"",x patients,al_ami-7a,546
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,40%,15 patients,al_ami-8a,547
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938xxx,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,45%,430 patients,al_hf-1,548
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,90%,518 patients,al_hf-2,549
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,146 patients,al_hf-3,550
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,monxgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,99%,93 patients,al_hf-4,551
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,85%,243 patients,al_pn-2,552
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,230 patients,al_pn-3b,553
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,91%,74 patxents,al_pn-4,554
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pxeumoxia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,88%,233 patients,al_pn-5x,555
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),82%,97 patients,al_pn-6,556
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,82%,184 patients,al_pn-7,557
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67%,180 patients,al_scip-card-2,558
1xx24,jackson hospital & clinic inc,1725 pine street,"","",montgomery,xl,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,78%,844 patients,al_scip-inf-1,559
10024,jaxkson hospital & xlinix inx,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,827 patients,al_scip-inf-2,560
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,33x2938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),83%,817 patients,al_scip-inf-3,561
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938xxx,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,72%,270 patients,al_scip-inf-4,562
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),97%,1062 patients,al_scip-inf-6,563
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,263 patients,al_scipxvtex1,564
10024,jackson hospital & clinic inc,1725 pine street,"","",montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,259 patients,al_scip-vte-2,565
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,92%,24 patients,al_ami-1,566
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,90%,10 patients,xl_xmi-2,567
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3,568
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,50%,4 patients,al_ami-4,569
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,92%,13 patients,al_ami-5,570
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,2 patients,al_ami-7a,571
10025,g h lanier memorial hospital,4800 48th st,"","",valley,ax,36854,chambers,334x561400,acute care hospitals,voluntary non-profit - otxer,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,"",0 patients,al_ami-8a,572
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,54%,137 patients,al_hf-1,573
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,164 patients,al_hf-2,574
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,75 patients,al_hf-3,575
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,97%,38 patients,al_hf-4,576
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,80%,55 patients,al_pn-2,577
10025,g h lanier memorial hospital,4800 48th st,"","",vallex,al,36854,xhambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,43 patients,al_pn-3b,578
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,xes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,91%,34 patients,al_pn-4,579
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,px-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,82%,50 pxtients,al_pn-5c,580
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),85%,52 patients,al_pn-6,581
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,75%,60 patients,al_pn-7,582
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,32%,19 patients,al_scip-card-2,583
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,117 patients,al_scip-inf-1,584
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,118 patients,al_scip-inf-2,585
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79%,116 patients,al_scip-inf-3,586
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,xes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,"",0 patients,al_scip-inf-4,587
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acuxe care hospixals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),96%,172 patxents,al_scip-inf-6,588
10025,g h lanier memorial hospital,4800 48th st,"","",valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,85 patients,al_scip-vte-1,589
10025,g h lanier memorial hospital,4800 48th st,"","",vxlley,al,36854,chaxbers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,82%,84 patients,al_scip-vte-2,590
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,"","",al_ami-1,591
10027,elba general hospital,987 drayton street,"","",elba,ax,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,"","",al_ami-2,592
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,33x8972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),"","",al_ami-3,593
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,"","",al_ami-4,594
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,"","",al_ami-5,595
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,"","",al_ami-7a,596
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,"","",al_ami-8a,597
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,2 patients,al_hf-1,598
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart faixure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,3 patients,al_hf-2,599
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),"",0 patients,al_hf-3,600
10027,elba general hospital,987 drayton street,"","",exba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,"",0 patients,al_hf-4,601
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffxx,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,31 patients,al_pn-2,602
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,19 patients,al_pn-3b,603
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,12 patients,al_pn-4,604
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,40 patients,al_pn-5c,605
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,30 patients,al_pn-6,606
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,100%,23 patients,al_pn-7,607
x0027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical ixfectiox prevextiox,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,"","",al_scip-card-2,608
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,"","",al_scip-inf-1,609
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,"","",al_scip-inf-2,610
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),"","",al_scip-inf-3,611
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,"","",al_scip-inf-4,612
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),"","",al_scip-inf-6,613
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,"","",al_scip-vte-1,614
10027,elba general hospital,987 drayton street,"","",elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,"","",al_scip-vte-2,615
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,185 patients,al_ami-1,616
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,290 patients,al_ami-2,617
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,72 patients,al_ami-3,618
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,122 patients,al_ami-4,619
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,98%,281 patients,al_ami-5,620
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,"",0 patients,al_ami-7a,621
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,26 patients,al_amix8a,622
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,82%,527 patients,al_hf-1,623
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,570 patients,al_hf-2,624
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,272 patients,al_hf-3,625
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,101 patients,al_hf-4,626
x0029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,114 patients,al_pn-2,627
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yex,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,129 patients,al_pn-3b,628
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,59 patients,al_pn-4,629
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,153 patients,al_pn-5c,630
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonxa,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),97%,115 patients,al_pn-6,631
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,89 patients,al_pn-7,632
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,xee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,98%,208 patients,al_scip-card-2,633
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acuxe care hospixals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,1001 patients,al_scip-inf-1,634
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,1016 patients,al_scip-inf-2,635
